,area,eccentricity,ave_r,ave_g,ave_b
0,7325.0,0.3357146697651105,184.79085324232082,39.38238907849829,30.813651877133104
1,7434.0,0.4501652358152364,152.34342211460856,70.2772397094431,44.666935700834
2,7260.0,0.4777452273838357,169.14022038567492,49.323691460055095,36.52355371900826
3,7300.0,0.47415162660949234,172.88835616438357,50.862054794520546,36.70767123287671
4,7284.0,0.44589188354936027,153.7850082372323,62.63248215266337,38.57495881383855
5,7300.0,0.43971077350904564,171.67342465753424,47.412328767123284,35.90849315068493
6,7290.0,0.41779610004723994,152.04705075445816,63.14499314128944,39.80973936899863
7,7587.0,0.30726370199306824,176.47594569658628,42.72070647159615,35.792671675233954
8,7297.0,0.4862391570134366,169.23091681512952,49.593120460463204,36.17418117034398
9,7282.0,0.45226938133041805,153.80170282889316,64.99986267508926,36.18291678110409
10,7296.0,0.469478170761076,167.14597039473685,50.03358004385965,37.83182565789474
11,7277.0,0.4538740997652242,154.0873986532912,63.14566442215199,37.7619898309743
12,7452.0,0.4671591883319122,148.01583467525498,67.32407407407408,39.67243692968331
13,7298.0,0.4559865245815666,155.84886270211015,62.439572485612494,36.70567278706495
14,7480.0,0.27960540242253884,184.54251336898395,37.393181818181816,33.04946524064171
15,7299.0,0.4791354403892813,145.1839978079189,66.79969858884779,43.0098643649815
16,7609.0,0.30426584162467635,182.58798790905507,39.259429622815084,33.11499540018399
17,7275.0,0.47960863129066533,166.41319587628865,51.74721649484536,36.847147766323026
18,7298.0,0.4540302228208244,149.7329405316525,68.45300082214305,36.80707043025487
19,7298.0,0.41983881965464515,186.30844066867635,41.56919704028501,32.033159769799944
20,7294.0,0.4709340264909778,157.74883465862354,59.760350973402794,37.48738689333699
21,7297.0,0.4531596790259381,149.72879265451556,66.66561600657805,38.59832808003289
22,7296.0,0.47453609693331655,155.33922697368422,62.67900219298246,37.00246710526316
23,7281.0,0.4380427586712995,181.0336492240077,45.12635626974317,33.88229638785881
24,7298.0,0.48350334754080565,171.4646478487257,49.982049876678545,36.849821869005204
25,7285.0,0.47428514248034315,168.06904598490047,50.57666437886067,36.347151681537404
26,7360.0,0.3324870932042818,176.95502717391304,44.54959239130435,33.497146739130436
27,7381.0,0.32257183789192867,172.5400352255792,48.26256604796098,34.19807614144425
28,7465.0,0.2722052985848021,166.21674480910917,54.245277963831214,34.54065639651708
29,7344.0,0.3295848035131509,174.35961328976035,46.70288671023965,33.936546840958606
30,7403.0,0.34052768211423734,175.6355531541267,44.56058354721059,34.80359313791706
31,7312.0,0.4814322185765632,160.00054704595186,58.818380743982495,36.165207877461704
32,7264.0,0.5144901880278147,169.32970814977975,61.92290748898679,46.116189427312776
33,7247.0,0.5267261413683517,164.7859804056851,63.79274182420312,43.450393266179105
34,7472.0,0.29685041421613856,170.5845824411135,49.37326017130621,35.03292291220557
35,7299.0,0.44785571137980773,154.0208247705165,64.56651596109056,36.41361830387724
36,7227.0,0.4954160046100683,168.5151515151515,49.84032101840321,36.65573543655736
37,7295.0,0.4552685554117778,155.9662782727896,62.11377655928718,36.904043865661414
38,7299.0,0.4796006956733279,169.64967803808742,48.63775859706809,36.702698999862996
39,7293.0,0.44357323804148263,155.30097353626766,62.0808994926642,37.61744138214726
40,7299.0,0.3680725762428295,169.11070009590355,50.381285107548976,35.51842718180573
41,7300.0,0.3398137058579215,166.84164383561645,51.4458904109589,36.64972602739726
42,7245.0,0.4754785404688778,164.63892339544515,53.873153899240855,36.49689440993789
43,7297.0,0.463777830240189,151.13484993833083,65.26449225709196,38.59490201452652
44,7299.0,0.47768743755963317,152.585833675846,63.904096451568705,38.50335662419509
45,7346.0,0.44147281117311826,166.90525456030494,75.57010618023413,42.0166076776477
46,7289.0,0.48748727713968293,167.82507888599258,50.408423652078476,36.75593359857319
47,7295.0,0.43351409114657424,180.08101439342016,42.59204934886909,32.315010281014395
48,7299.0,0.4564688576951597,147.94355391149472,68.32977120153446,38.743252500342514
49,7293.0,0.4172686022449832,175.53969559851913,45.4202660085013,34.05141916906623
50,7326.0,0.41060519079154423,177.94335244335244,43.27859677859678,33.783647283647284
51,7298.0,0.3415519670410719,162.94176486708687,55.340641271581255,36.70923540696081
52,7428.0,0.4209566031321818,172.4983844911147,48.20503500269251,34.29334948842219
53,7296.0,0.3787802738213195,158.73163377192984,58.3610197368421,37.89281798245614
54,7234.0,0.510100049737094,167.33978435167265,50.435996682333425,37.21440420237766
55,7277.0,0.4370172143923712,154.03146901195547,64.27277724336952,36.697265356603
56,7214.0,0.5185400064533929,163.58178541724425,53.42902689215415,37.99126698087053
57,7582.0,0.30500125939885314,181.4232392508573,41.171590609337905,32.395410182010025
58,7559.0,0.2447254503198781,153.86545839396746,64.93610265908188,36.19447016801164
59,7365.0,0.32437055545269905,176.03584521384929,44.87888662593347,34.07589952477936
60,7200.0,0.5186957180184414,148.92111111111112,62.11125,43.97361111111111
61,7357.0,0.35902377313692857,175.7229849123284,44.11390512437135,35.16773141226043
62,7248.0,0.5123312856018971,150.74737858719647,62.3858995584989,41.86796357615894
63,7450.0,0.30177107997594277,173.63087248322148,47.11288590604027,34.24536912751678
64,7498.0,0.3454210028158416,178.7928781008269,42.36889837289944,33.83462256601761
65,7490.0,0.2797455935385046,166.65313751668893,53.92483311081442,34.413484646194924
66,7306.0,0.4877383030266057,163.5060224473036,73.33725704900083,45.017382972898986
67,7614.0,0.3143116944053014,179.88114000525349,41.85198318886262,33.284475965327026
68,7300.0,0.4888312083903598,145.9735616438356,68.73054794520547,40.28109589041096
69,7300.0,0.4702105059158928,156.91438356164383,75.3572602739726,45.919041095890414
70,7507.0,0.2719807858721649,183.00013320900493,38.84974024244039,33.07313174370587
71,7293.0,0.46729293451862264,167.6495269436446,49.9894419306184,37.36432195255725
72,7298.0,0.45497605902148014,156.282269114826,62.279528637983006,36.4347766511373
73,7295.0,0.4870192191783207,175.14324880054832,44.80150788211103,35.06881425633996
74,7294.0,0.3854597685410229,153.43158760625172,65.0265972031807,36.536057033177954
75,7564.0,0.3129563885022595,170.282522474881,50.70571126388155,34.02181385510312
76,7299.0,0.3537888461450138,168.91670091793395,51.45965200712426,34.621729003973144
77,7300.0,0.39586299621350746,175.12575342465755,45.203835616438354,34.677123287671236
78,7297.0,0.4501627511031973,170.8654241469097,48.861998081403314,35.267096066876796
79,7459.0,0.2829071654664837,181.3551414398713,40.90320418286634,32.73066094650758
80,7283.0,0.4274971630781271,154.52986406700535,60.39393107236029,40.077166003020736
